id,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
155,Thank you Houston; Texas!   #AmericaFirst #Trump2016   https://t.co/593p8uRPhq,FALSE,12816,NA,6/18/2016 2:44,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3449,FALSE,FALSE,NA,NA,-1
156,Thank you! #AmericaFirst  https://t.co/TZf8uwQO4L,FALSE,10685,NA,6/17/2016 23:56,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3215,FALSE,FALSE,NA,NA,-1
157,The convention in Cleveland will be amazing!  https://t.co/NlF2Gcr915,FALSE,10472,NA,6/17/2016 23:55,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3392,FALSE,FALSE,NA,NA,-1
158,Thank you- on my way!  https://t.co/uTCXPbWpve,FALSE,9465,NA,6/17/2016 23:51,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2681,FALSE,FALSE,NA,NA,-1
159,Thank you @DallasPD!  https://t.co/ORJyN4FsNI,FALSE,9498,NA,6/17/2016 23:24,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2710,FALSE,FALSE,NA,NA,-1
160,Join me in Phoenix; Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst  https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd,FALSE,12086,NA,6/17/2016 21:14,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3761,FALSE,FALSE,NA,NA,-1
161,THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM,FALSE,13979,NA,6/17/2016 17:07,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4509,FALSE,FALSE,NA,NA,-1
162,MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,FALSE,38906,NA,6/17/2016 11:24,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,16205,FALSE,FALSE,NA,NA,1
163,People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,FALSE,23136,NA,6/17/2016 11:20,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7323,FALSE,FALSE,NA,NA,1
164,Amazing crowd last night in Dallas - more spirit and passion than ever before. Today; all over the great State of Texas!,FALSE,19600,NA,6/17/2016 11:04,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4817,FALSE,FALSE,NA,NA,1
165,"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But; they keep #Trump in the news - a good thing.",FALSE,14612,NA,6/17/2016 10:09,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4411,FALSE,FALSE,NA,NA,1
166,Thank you Dallas; Texas!   https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN,FALSE,15121,NA,6/17/2016 2:16,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4298,FALSE,FALSE,NA,NA,-1
167,Houston; TX:  https://t.co/nvHRnfi2N7    Las Vegas; NV  https://t.co/ksU8AGrFBS    Phoenix; AZ:  https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF,FALSE,9866,NA,6/16/2016 20:38,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3532,FALSE,FALSE,NA,NA,-1
168,Join me in Houston; Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl,FALSE,10237,NA,6/16/2016 19:16,FALSE,NA,7.44E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3466,FALSE,FALSE,NA,NA,-1
169,"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3",FALSE,13966,NA,6/16/2016 16:59,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4802,FALSE,FALSE,NA,NA,-1
170,The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U,FALSE,13232,NA,6/16/2016 16:54,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5124,FALSE,FALSE,NA,NA,-1
171,McAllen; Texas- 8 miles from   U.S. - Mexico border. #Trump2016   Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3,FALSE,9407,NA,6/16/2016 16:50,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3644,FALSE,FALSE,NA,NA,-1
172,"""@realericjallen: @realDonaldTrump is a Common Sense Conservative! President Trump=Competence; Safety; Unity; &amp; US JOBS; JOBS; JOB.",FALSE,15343,NA,6/16/2016 2:36,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4844,FALSE,FALSE,NA,NA,1
173,I will be interviewed on @greta at 7:00 P.M.  @FoxNews,FALSE,9284,NA,6/15/2016 22:49,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2059,FALSE,FALSE,NA,NA,1
174,Finally an accurate story from the Washington Post!  https://t.co/0nNKEBSd73,FALSE,10947,NA,6/15/2016 21:25,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3657,FALSE,FALSE,NA,NA,-1
175,Join me in Dallas; Texas on Thursday!  #AmericaFirst #Trump2016   https://t.co/fX0kXZUNqz https://t.co/c7sCbHDAQh,FALSE,12741,NA,6/15/2016 20:52,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4496,FALSE,FALSE,NA,NA,-1
176,Thank you Atlanta; Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt,FALSE,14517,NA,6/15/2016 20:04,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3767,FALSE,FALSE,NA,NA,-1
177,I will be meeting with the NRA; who has endorsed me; about not allowing people on the terrorist watch list; or the no fly list; to buy guns.,FALSE,47868,NA,6/15/2016 13:50,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14210,FALSE,FALSE,NA,NA,1
178,The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!,FALSE,27668,NA,6/15/2016 13:44,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8940,FALSE,FALSE,NA,NA,1
179,"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right: https://t.co/bIIdYtvZYw",FALSE,14555,NA,6/15/2016 13:38,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7978,FALSE,FALSE,NA,NA,1
180,Thank you Greensboro; North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG,FALSE,18266,NA,6/15/2016 2:40,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5015,FALSE,FALSE,NA,NA,-1
181,TONIGHT! NORTH CAROLINA:  https://t.co/UolRS3aT6W    WEDNESDAY! GEORGIA:  https://t.co/1JJ2Kn0ani    SATURDAY! NEVADA:  https://t.co/x3w1PHtLXP,FALSE,9764,NA,6/14/2016 18:28,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3343,FALSE,FALSE,NA,NA,-1
182,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,FALSE,36069,NA,6/14/2016 18:09,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10381,FALSE,FALSE,NA,NA,-1
183,AMERICA FIRST!,FALSE,48691,NA,6/14/2016 12:28,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,21193,FALSE,FALSE,NA,NA,1
184,American must now get very tough; very smart and very vigilant. We cannot admit people into our country without extraordinary screening.,FALSE,43839,NA,6/14/2016 12:26,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,15068,FALSE,FALSE,NA,NA,1
185,Join me in Atlanta on Wednesday- at noon! #Trump2016  Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU,FALSE,12617,NA,6/14/2016 0:20,FALSE,NA,7.43E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4203,FALSE,FALSE,NA,NA,-1
186,Crooked Hillary says we must call on Saudi Arabia and other countries to stop funding hate. I am calling on- cont'd: https://t.co/T1fVcu3mEC,FALSE,15849,NA,6/13/2016 21:35,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6232,FALSE,FALSE,NA,NA,-1
187,Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy,FALSE,15268,NA,6/13/2016 21:32,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7089,FALSE,FALSE,NA,NA,-1
188,I thought people weren? celebrating? They were cheering all over; even this savage from Orlando. I was right. https://t.co/DrVa65X9rI,FALSE,20572,NA,6/13/2016 21:12,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,9817,FALSE,FALSE,NA,NA,-1
189,In my speech on protecting America I spoke about a temporary ban; which includes suspending immigration from nations tied to Islamic terror.,FALSE,39248,NA,6/13/2016 21:10,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,13265,FALSE,FALSE,NA,NA,-1
190,Based on the incredibly inaccurate coverage and reporting of the record setting Trump campaign; we are hereby:  https://t.co/THKJwjNkaz,FALSE,13510,NA,6/13/2016 20:38,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4576,FALSE,FALSE,NA,NA,-1
191,I am no fan of President Obama; but to show you how dishonest the phony Washington Post is: https://t.co/cITm8BPixD,FALSE,11983,NA,6/13/2016 20:35,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4101,FALSE,FALSE,NA,NA,-1
192,Sad case- @USATODAY did article saying I don't pay bills- false; only don't pay when work is shoddy; bad; or not done! They should do same!,FALSE,17689,NA,6/11/2016 18:21,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5285,FALSE,FALSE,NA,NA,-1
193,In Tampa; Florida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7,FALSE,20613,NA,6/11/2016 14:58,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5326,FALSE,FALSE,NA,NA,-1
194,Don King; and so many other African Americans who know me well and endorsed me; would not have done so if they thought I was a racist!,FALSE,28922,NA,6/11/2016 12:00,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9807,FALSE,FALSE,NA,NA,1
195,Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is,FALSE,34169,NA,6/11/2016 11:18,FALSE,NA,7.42E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10962,FALSE,FALSE,NA,NA,1
196,Thank you Richmond; Virginia!   #Trump2016 https://t.co/SxU4yzCLQf,FALSE,14536,NA,6/11/2016 4:30,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4317,FALSE,FALSE,NA,NA,-1
197,Thank you @FaithandFreedom Coalition! An honor joining you today- to discuss our shared values.  #RTM2016 #Trump2016 https://t.co/Ye6IhOW6ZM,FALSE,14942,NA,6/10/2016 21:24,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4324,FALSE,FALSE,NA,NA,-1
198,Heading to Richmond; Virginia now. Join me tonight! #Trump2016  Tickets: https://t.co/I2CJSqiKGN,FALSE,9142,NA,6/10/2016 20:39,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2432,FALSE,FALSE,NA,NA,-1
199,#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG,FALSE,22262,NA,6/10/2016 19:27,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,11266,FALSE,FALSE,NA,NA,-1
200,2004 VIDEO:  Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! #Trump2016   https://t.co/rZ1MqUzpKU,FALSE,19271,NA,6/10/2016 16:12,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,9940,FALSE,FALSE,NA,NA,-1
201,Heading to D.C. to speak at Faith and Freedom Coalition and visit OPO.,FALSE,11188,NA,6/10/2016 15:55,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2601,FALSE,FALSE,NA,NA,1
202,The great boxing promoter; Don King; just endorsed me. Nice!,FALSE,19520,NA,6/10/2016 15:10,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5347,FALSE,FALSE,NA,NA,1
203,Join me!   6/10: Richmond; VA - 8pm  6/11: Tampa; FL - 11am  6/11: Pittsburgh; PA - 3pm  6/13: Portsmouth; NH - 2:30pm  https://t.co/kv624y9UOm,FALSE,8969,NA,6/10/2016 13:13,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3198,FALSE,FALSE,NA,NA,-1
204,"""@Ausbiz:  RECORD 14 million primary votes/beat 16 opponents/financed own campaign. You will be a great POTUS &amp; #MakeAmericaGreatAgain""",FALSE,11463,NA,6/10/2016 12:23,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3459,FALSE,FALSE,NA,NA,1
205,"""@FoxNews: .@JamesRosenFNC: ""Never before has a president endorsed someone under investigation by @TheJusticeDept."" https://t.co/fX5bs8fzac",FALSE,28982,NA,6/10/2016 12:20,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14158,FALSE,FALSE,NA,NA,1
206,Pocahontas is at it again! Goofy Elizabeth Warren; one of the least productive U.S. Senators; has a nasty mouth. Hope she is V.P. choice.,FALSE,29787,NA,6/10/2016 12:07,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9678,FALSE,FALSE,NA,NA,1
207,"""@FreemarketSara: Trump's Historic 13 Million Primary Votes - A Record ... Congratulations @realDonaldTrump https://t.co/zdOEle8wOL""",FALSE,19971,NA,6/10/2016 2:31,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7295,FALSE,FALSE,NA,NA,1
208,Join me! #Trump2016    6/10: Richmond  https://t.co/I2CJSqAlyl    6/11: Tampa  https://t.co/6jk33orxXG    6/11: Pittsburgh  https://t.co/bwgL1ZXtC7,FALSE,9019,NA,6/10/2016 2:29,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3374,FALSE,FALSE,NA,NA,-1
209,How long did it take your staff of 823 people to think that up--and where are your 33;000 emails that you deleted? https://t.co/gECLNtQizQ,FALSE,291476,NA,6/9/2016 20:40,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,169526,FALSE,FALSE,NA,NA,-1
210,A message of condolences and support regarding the terrorist attacks in Tel Aviv:   https://t.co/iulXLEANei,FALSE,15638,NA,6/9/2016 19:26,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5023,FALSE,FALSE,NA,NA,-1
211,Crooked Hillary Clinton will be a disaster on jobs; the economy; trade; healthcare; the military; guns and just about all else. Obama plus!,FALSE,34406,NA,6/9/2016 12:29,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12307,FALSE,FALSE,NA,NA,1
212,As expected; the media is very much against me. Their dishonesty is amazing but; just like our big wins in the primaries; we will win!,FALSE,33628,NA,6/9/2016 12:11,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9665,FALSE,FALSE,NA,NA,1
213,"""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""  He is a great guy!",FALSE,10505,NA,6/9/2016 1:49,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3087,FALSE,FALSE,NA,NA,1
214,Bernie Sanders must really dislike Crooked Hillary after the way she played him. Many of his supporters; because of trade; will come to me.,FALSE,24859,NA,6/9/2016 1:46,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,7497,FALSE,FALSE,NA,NA,1
215,"""@mabynshingleton: JohnKasich; the VOTERS have spoken.We want @realDonaldTrump. You AGREED to support NOMINEE. Get on board or leave @GOP""",FALSE,13135,NA,6/9/2016 1:00,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4120,FALSE,FALSE,NA,NA,1
216,"""@Dale_Dangler: @realDonaldTrump You will be the greatest president the world has ever seen""  Thanks.",FALSE,11363,NA,6/9/2016 0:56,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2986,FALSE,FALSE,NA,NA,1
217,I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents; she had one!,FALSE,21847,NA,6/9/2016 0:54,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5974,FALSE,FALSE,NA,NA,1
218,"""@nauthizjane: @realDonaldTrump Congratulations Mr. Trump.""  Thank you!",FALSE,8253,NA,6/9/2016 0:49,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,1755,FALSE,FALSE,NA,NA,1
219,"""@setfire2flames: Senator Sanders spent more than @realDonaldTrump yet lost.""",FALSE,7688,NA,6/9/2016 0:49,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2037,FALSE,FALSE,NA,NA,1
220,MAKE AMERICA GREAT AGAIN!  #AmericaFirst #Trump2016   https://t.co/42OpVsjXjp,FALSE,18940,NA,6/8/2016 20:27,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7750,FALSE,FALSE,NA,NA,-1
221,"""@lovusa4: @RichardWeaving Why @foxandfriends @NewDay WHERE IS THE REPORTING @realDonaldTrump &lt;MOST VOTES FOR PRESIDENT IN HISTORY OF USA""",FALSE,10992,NA,6/8/2016 12:44,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3923,FALSE,FALSE,NA,NA,1
222,"""@mariadaq:  HISTORIC!! what's historic is OUR national debt; record unemployment; &amp;pocketbook crisis!THE PEOPLE NEED TRUMP2 make USA RICH!""",FALSE,13285,NA,6/8/2016 12:14,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4654,FALSE,FALSE,NA,NA,1
223,"""@sara_wejesa: @realDonaldTrump Great speach!!!!!!!""  Thanks!",FALSE,7287,NA,6/8/2016 12:13,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,1608,FALSE,FALSE,NA,NA,1
224,"""@jimhewitt: . @FrankCaliendo doing @realDonaldTrump on @MikeAndMike is awesome. ""Number one presidency of all time""",FALSE,7162,NA,6/8/2016 12:11,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,1713,FALSE,FALSE,NA,NA,1
225,"""@JoeDeFranco: Top RINO hack for MSNBC Joey Scarborough on the air and calling the next President Trump a racist and bigot. Shame on you""",FALSE,9457,NA,6/8/2016 12:10,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2793,FALSE,FALSE,NA,NA,1
226,Nobody is watching @Morning_Joe anymore. Gone off the deep end - bad ratings. You won't believe what I am watching now!,FALSE,10683,NA,6/8/2016 12:08,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3218,FALSE,FALSE,NA,NA,1
227,"""@southpaw816: @SenSanders fans; greatest way to get even with her Highness - vote for @realDonaldTrump; at least you'll have a job.",FALSE,10389,NA,6/8/2016 12:00,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3429,FALSE,FALSE,NA,NA,1
228,Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved,FALSE,19317,NA,6/8/2016 11:52,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5021,FALSE,FALSE,NA,NA,1
229,"""@WolfStopper: Gee ... Does this make @realDonaldTrump right one more time? https://t.co/zjWKGMDgzi""",FALSE,7546,NA,6/8/2016 11:45,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3026,FALSE,FALSE,NA,NA,1
230,"""@DjD_Thunder: Standing by @realDonaldTrump all the way to the White House! https://t.co/z4X1o5xHBh""",FALSE,14200,NA,6/8/2016 11:43,FALSE,NA,7.41E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4529,FALSE,FALSE,NA,NA,1
231,Thank you California! #Trump2016   https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5,FALSE,12506,NA,6/8/2016 3:59,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3997,FALSE,FALSE,NA,NA,-1
232,Thank you New Mexico! #Trump2016  https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx,FALSE,10065,NA,6/8/2016 3:39,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3035,FALSE,FALSE,NA,NA,-1
233,Thank you South Dakota! #Trump2016   https://t.co/GbRTQdxIj4 https://t.co/pNqwOrY0ZB,FALSE,10571,NA,6/8/2016 3:32,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3115,FALSE,FALSE,NA,NA,-1
234,Thank you New Jersey! #Trump2016  https://t.co/PgIYkHLGtI https://t.co/MyJMOKdpJ9,FALSE,11936,NA,6/8/2016 3:21,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3692,FALSE,FALSE,NA,NA,-1
235,Thank you Montana! #Trump2016  https://t.co/rOvTapLnWG https://t.co/PyHiy7vjO6,FALSE,10688,NA,6/8/2016 3:12,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,3159,FALSE,FALSE,NA,NA,-1
236,I will be speaking about our great journey to the Republican nomination at 9:00 P.M. The movement toward a country that WINS again continues,FALSE,17235,NA,6/8/2016 0:41,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,4541,FALSE,FALSE,NA,NA,1
237,I will be interviewed tonight on @seanhannity - Enjoy!  10:00 P.M.,FALSE,9392,NA,6/7/2016 23:52,FALSE,NA,7.40E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2622,FALSE,FALSE,NA,NA,1
